batch,status,approval_state,recovered_abs_path,destination_path,source_exists,destination_exists,apply_result,reason
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Vocal Recording Workflow.md,Production_Workflows/Vocal Recording Workflow.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/manifest.json,Production_Workflows/manifest.json,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/QUICKSTART_TIER123.md,QUICKSTART_TIER123.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/RECOMMENDATIONS_Improvements.md,RECOMMENDATIONS_Improvements.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/RELEASE_NOTES_v1.0.0.md,RELEASE_NOTES_v1.0.0.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/ROADMAP_Implementation.md,ROADMAP_Implementation.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Audio Recording Vocabulary.md,Theory_Reference/Audio Recording Vocabulary.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Audio_Recording_Vocabulary.md,Theory_Reference/Audio_Recording_Vocabulary.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Free Plugins Reference.md,Theory_Reference/Free Plugins Reference.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Logic Pro Settings.md,Theory_Reference/Logic Pro Settings.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Logic Pro Stock Plugins Guide.md,Theory_Reference/Logic Pro Stock Plugins Guide.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Music Theory Vocabulary.md,Theory_Reference/Music Theory Vocabulary.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Music_Theory_Vocabulary.md,Theory_Reference/Music_Theory_Vocabulary.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/PreSonus AudioBox iTwo.md,Theory_Reference/PreSonus AudioBox iTwo.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/music_vernacular_database.md,Theory_Reference/music_vernacular_database.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/VERIFICATION_Fix_Complete.md,VERIFICATION_Fix_Complete.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/benchmarks/ANALYSIS_SUMMARY.md,benchmarks/ANALYSIS_SUMMARY.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/benchmarks/bench_groove.cpp,benchmarks/bench_groove.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/benchmarks/bench_main.cpp,benchmarks/bench_main.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/benchmarks/bench_simd.cpp,benchmarks/bench_simd.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/CMakeLists.txt,bindings/CMakeLists.txt,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/bindings.cpp,bindings/bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/bindings/bindings.cpp,bindings/bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/diagnostics_bindings.cpp,bindings/diagnostics_bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/bindings/diagnostics_bindings.cpp,bindings/diagnostics_bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/groove_bindings.cpp,bindings/groove_bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/harmony_bindings.cpp,bindings/harmony_bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/bindings/harmony_bindings.cpp,bindings/harmony_bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/ml_bindings.cpp,bindings/ml_bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/bindings/ml_bindings.cpp,bindings/ml_bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/osc_bindings.cpp,bindings/osc_bindings.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/build_fileio/CMakeLists.txt,build_fileio/CMakeLists.txt,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/build_fileio/CMakeLists_fileio.txt,build_fileio/CMakeLists_fileio.txt,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/checkpoints/emotionrecognizer/results.json,checkpoints/emotionrecognizer/results.json,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cleanup_and_fix_gitignore.sh,cleanup_and_fix_gitignore.sh,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/configs/storage.py,configs/storage.py,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/CMakeLists.txt,cpp_music_brain/CMakeLists.txt,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/ROADMAP.md,cpp_music_brain/ROADMAP.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/TODO.md,cpp_music_brain/TODO.md,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/benchmarks/bench_groove.cpp,cpp_music_brain/benchmarks/bench_groove.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/benchmarks/bench_main.cpp,cpp_music_brain/benchmarks/bench_main.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/benchmarks/bench_simd.cpp,cpp_music_brain/benchmarks/bench_simd.cpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/cmake/CPM.cmake,cpp_music_brain/cmake/CPM.cmake,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/cmake/CompilerWarnings.cmake,cpp_music_brain/cmake/CompilerWarnings.cmake,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/cmake/Sanitizers.cmake,cpp_music_brain/cmake/Sanitizers.cmake,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/audio_io.hpp,cpp_music_brain/include/daiw/audio_io.hpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/dream_state_component.hpp,cpp_music_brain/include/daiw/dream_state_component.hpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/harmony.hpp,cpp_music_brain/include/daiw/harmony.hpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/lock_free_queue.hpp,cpp_music_brain/include/daiw/lock_free_queue.hpp,true,true,verified_noop,source_equals_destination
batch_a_exact,exact_match,auto_approved,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/logic_bridge.hpp,cpp_music_brain/include/daiw/logic_bridge.hpp,true,true,verified_noop,source_equals_destination
