status,recovered_abs_path,top_candidate,top_score,second_candidate,second_score,delta,reason,phase2_decision
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/data/song_intent_schema.yaml,music_brain/data/song_intent_schema.yaml,0.8498,,0.0000,0.8498,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/groove/applicator.py,music_brain/groove/applicator.py,0.8613,music_brain/groove/extractor.py,0.7359,0.1254,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/groove/extractor.py,music_brain/groove/extractor.py,0.8601,music_brain/groove/applicator.py,0.7366,0.1235,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/groove/groove_engine.py,music_brain/groove/groove_engine.py,0.8615,music_brain/learning/groove_learning.py,0.7475,0.1140,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/session/intent_processor.py,music_brain/session/intent_processor.py,0.8666,music_brain/session/intent_schema.py,0.7568,0.1098,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/session/teaching.py,music_brain/session/teaching.py,0.8666,music_brain/collaboration/editing.py,0.7231,0.1435,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/chord_detection.py,music_brain/audio/chord_detection.py,0.8805,tests/music_brain/test_chord_detection.py,0.7608,0.1197,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/feel.py,music_brain/audio/feel.py,0.8812,music_brain/cli.py,0.7387,0.1425,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/modulator.py,music_brain/voice/modulator.py,0.8662,music_brain/voice/auto_tune.py,0.7471,0.1191,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/parrot.py,music_brain/voice/parrot.py,0.8711,music_brain/daw/pro_tools.py,0.7443,0.1268,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/export.py,python/penta_core/ml/export.py,0.8451,music_brain/daw/reaper.py,0.7358,0.1093,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/inference.py,python/penta_core/ml/inference.py,0.8500,music_brain/audio/reference_dna.py,0.7450,0.1050,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/style_transfer.py,python/penta_core/ml/style_transfer.py,0.8500,music_brain/agents/telemetry.py,0.7097,0.1403,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/vocal/parrot.py,music_brain/voice/parrot.py,0.9129,music_brain/daw/pro_tools.py,0.7849,0.1280,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/scripts/mcp/mcp_penta_swarm/server.py,mcp_penta_swarm/server.py,0.8706,python/penta_core/server.py,0.7537,0.1169,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/scripts/tools/scripts/create_monorepo.py,tools/scripts/create_monorepo.py,0.8934,tools/scripts/migrate_modules.py,0.7573,0.1361,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/scripts/utilities/prepare_datasets.py,scripts/prepare_datasets.py,0.8108,scripts/pack_dataset.py,0.6955,0.1153,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/scripts/utilities/train.py,scripts/train.py,0.8089,scripts/train_model.py,0.7088,0.1001,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src-tauri/src/intent_ir/mod.rs,src-tauri/src/bridge/mod.rs,0.8350,src-tauri/src/main.rs,0.7130,0.1220,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/bridge/kelly_ffi.cpp,src/bridge/kelly_bridge.cpp,0.9066,src/bridge/PreferenceBridge.cpp,0.8020,0.1046,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/test-inject.html,index.html,0.8361,,0.0000,0.8361,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/tests/cpp/intent_ir_engine_tests.cpp,tests/cpp/test_emotion_engine.cpp,0.8785,tests/cpp/test_chord_diagnostics.cpp,0.7781,0.1004,ambiguous_or_medium_confidence_heuristic,approved_auto_apply
