status,recovered_abs_path,top_candidate,top_score,second_candidate,second_score,delta,reason,phase2_decision
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/ml/models/emotionrecognizer.json,miDiKompanion-clean/ml_training/deployment/models/emotionrecognizer.json,0.7682,models/emotionrecognizer.json,0.7000,0.0682,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/ml/models/groovepredictor.json,miDiKompanion-clean/ml_training/deployment/models/groovepredictor.json,0.7686,models/groovepredictor.json,0.7001,0.0685,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/ml/models/harmonypredictor.json,miDiKompanion-clean/ml_training/deployment/models/harmonypredictor.json,0.7685,models/harmonypredictor.json,0.7000,0.0685,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/ml/models/melodytransformer.json,miDiKompanion-clean/ml_training/deployment/models/melodytransformer.json,0.7685,models/melodytransformer.json,0.7000,0.0685,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/mcp_penta_swarm/__main__.py,mcp_penta_swarm/__main__.py,0.8229,mcp_penta_swarm/__init__.py,0.7368,0.0861,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/mcp_penta_swarm/server.py,mcp_penta_swarm/server.py,0.8232,python/penta_core/server.py,0.7948,0.0284,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/mcp_todo/storage.py,mcp_todo/storage.py,0.7544,legacy/Python_Tools/utils/orchestral.py,0.6366,0.1178,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/mcp_workstation/__init__.py,mcp_workstation/__init__.py,0.8217,ML Kelly Training/backup/python/penta_core/ml/datasets/__init__.py,0.7350,0.0867,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/mcp_workstation/orchestrator.py,mcp_workstation/orchestrator.py,0.8131,music_brain/orchestrator/orchestrator.py,0.7412,0.0719,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/music_brain/api.py,music_brain/api.py,0.7620,tests/music_brain/test_api.py,0.6789,0.0831,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/music_brain/cli.py,music_brain/cli.py,0.7791,tests/music_brain/test_cli_flow.py,0.6621,0.1170,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/music_brain/common.py,music_brain/common.py,0.7903,music_brain/agents/command.py,0.6648,0.1255,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/music_brain/emotion_api.py,music_brain/emotion_api.py,0.7741,tests/music_brain/test_api.py,0.6888,0.0853,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/music_brain/mac_optimization.py,music_brain/mac_optimization.py,0.7913,tests/music_brain/test_mcp_workstation_phases.py,0.6449,0.1464,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/python/music_brain/metrics.py,music_brain/metrics.py,0.7912,music_brain/daw/markers.py,0.6461,0.1451,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_FINAL/scripts/README.md,tools/scripts/README.md,0.7987,datasets/README.md,0.7091,0.0896,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_PROJECT/scripts/prepare_datasets.py,scripts/prepare_datasets.py,0.7729,ML Kelly Training/backup/scripts/prepare_datasets.py,0.7438,0.0291,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_PROJECT/scripts/setup_ml_env.sh,scripts/setup_ml_env.sh,0.7722,scripts/install_linux.sh,0.6047,0.1675,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_PROJECT/scripts/train.py,scripts/train.py,0.7659,ML Kelly Training/backup/scripts/train.py,0.7505,0.0154,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/KmiDi_PROJECT/scripts/train_model.py,scripts/train_model.py,0.7725,ML Kelly Training/backup/scripts/train_model.py,0.7593,0.0132,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/LICENSE,LICENSE,0.7994,vite.config.ts,0.6128,0.1866,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/SOURCE_OF_TRUTH.md,COPILOT_INSTRUCTIONS.md,0.8119,PUSH_STRATEGY.md,0.8007,0.0112,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/WORKSPACE_SETUP.md,README.md,0.8177,INFRASTRUCTURE.md,0.8102,0.0075,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/_SORTED_ANALYSIS.md,cleanup_analysis.md,0.8981,ANALYSIS_SUMMARY.md,0.8400,0.0581,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/analyze_library.sh,cleanup_unnecessary_files.sh,0.8018,cleanup_and_fix_gitignore.sh,0.7783,0.0235,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/audit_documents.sh,cleanup_and_fix_gitignore.sh,0.8123,cleanup_unnecessary_files.sh,0.7705,0.0418,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/audit_large_files.sh,cleanup_unnecessary_files.sh,0.8449,cleanup_and_fix_gitignore.sh,0.8140,0.0309,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/check_project_dependencies.sh,.copilot-sync.sh,0.7776,cleanup_unnecessary_files.sh,0.7659,0.0117,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/check_project_dependencies_fast.sh,cleanup_and_fix_gitignore.sh,0.7852,cleanup_unnecessary_files.sh,0.7711,0.0141,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/cleanup_empty_directories.sh,cleanup_unnecessary_files.sh,0.8663,cleanup_and_fix_gitignore.sh,0.8479,0.0184,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/cleanup_ios_backups.sh,cleanup_unnecessary_files.sh,0.8548,cleanup_and_fix_gitignore.sh,0.8320,0.0228,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/cleanup_library.sh,cleanup_unnecessary_files.sh,0.8690,cleanup_and_fix_gitignore.sh,0.8545,0.0145,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/cmake/ArchitectureChecks.cmake,cmake/FindRTNeural.cmake,0.8491,cmake/FindONNXRuntime.cmake,0.8031,0.0460,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/config/models.yaml,config/build-dev-mac.yaml,0.8186,configs/melody_transformer.yaml,0.8161,0.0025,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/AI_CONTROL_LAYER.md,docs/ANALYSIS_CODE_STRUCTURE.md,0.8443,docs/Audio Feel Extractor.md,0.8440,0.0003,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/API.md,docs/ROADMAP.md,0.8596,docs/MIGRATION.md,0.8468,0.0128,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/CLOUD_TRAINING_GUIDE.md,docs/MK_TRAINING_GUIDELINES.md,0.9169,docs/HARDWARE_TRAINING_SPECS.md,0.8740,0.0429,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/DEBUGGING_GUIDE.md,docs/DEPENDENCY_SETUP_GUIDE.md,0.8490,docs/MK_TRAINING_GUIDELINES.md,0.8304,0.0186,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/DEVELOPMENT.md,docs/hybrid_development_roadmap.md,0.8763,docs/DEVELOPMENT_ROADMAP_music-brain.md,0.8564,0.0199,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/DSP_CORE_API.md,docs/ROADMAP_penta-core.md,0.8598,docs/README_penta-core.md,0.8518,0.0080,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/DUPLICATE_CODE_ANALYSIS.md,docs/critical_broken_code_analysis.md,0.8802,docs/Audio Cataloger Setup.md,0.8351,0.0451,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/ENVIRONMENT.md,docs/MAIN_DOCUMENTATION.md,0.8535,docs/MIGRATION.md,0.8526,0.0009,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/HOST_GLUE_ARCHITECTURE.md,docs/ARCHITECTURE.md,0.8831,docs/cpp_audio_architecture.md,0.8777,0.0054,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/INTENT_IR_SPEC.md,docs/TEST_README.md,0.8712,docs/LICENSE.md,0.8666,0.0046,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/MERGE_LOG.md,docs/MODEL_CARD_TEMPLATE.md,0.8234,docs/ARCHITECTURE.md,0.8206,0.0028,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/ML_TRAINING_STATUS.md,docs/MK_TRAINING_GUIDELINES.md,0.8860,docs/HARDWARE_TRAINING_SPECS.md,0.8678,0.0182,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/NAMING_CONVENTIONS.md,docs/MAIN_DOCUMENTATION.md,0.8837,docs/MIGRATION.md,0.8590,0.0247,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/STASH_INTEGRATION_LOG.md,docs/CUSTOM_GPT_INSTRUCTIONS.md,0.8611,docs/MIGRATION.md,0.8489,0.0122,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/STASH_INVENTORY.md,docs/QUICKSTART_penta-core.md,0.8420,docs/README_penta-core.md,0.8293,0.0127,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/UI_BOUNDARY_RULES.md,docs/music_brain_vault_analysis_report.md,0.8479,docs/audio-interfaces.md,0.8415,0.0064,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/control_trust.md,docs/CONTRIBUTING.md,0.8610,docs/TRIAL_RUN_CHECKLIST.md,0.8432,0.0178,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/output_verification.md,docs/CUSTOM_GPT_INSTRUCTIONS.md,0.8446,docs/AI_AU_Plugin_Reference.md,0.8233,0.0213,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/previews/README.md,docs/penta_core/README.md,0.7587,docs/mixer/README.md,0.7357,0.0230,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/docs/screenshots/README.md,tools/scripts/README.md,0.7524,docs/penta_core/README.md,0.7369,0.0155,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/examples/spectocloud_animation.py,examples/integration_demo.py,0.7845,examples/integration_example.py,0.7827,0.0018,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/examples/spectocloud_example.py,examples/teacher_example.py,0.8910,examples/integration_example.py,0.8575,0.0335,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/execute_safe_cleanup.sh,cleanup_and_fix_gitignore.sh,0.8124,cleanup_unnecessary_files.sh,0.7960,0.0164,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/generate_aggressive_cleanup_plan.sh,cleanup_and_fix_gitignore.sh,0.8177,cleanup_unnecessary_files.sh,0.7932,0.0245,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/generate_deletion_plan.sh,cleanup_unnecessary_files.sh,0.7816,cleanup_and_fix_gitignore.sh,0.7767,0.0049,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/generate_git_safe_cleanup_plan.sh,cleanup_and_fix_gitignore.sh,0.7999,cleanup_unnecessary_files.sh,0.7792,0.0207,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/include/daiw/core.hpp,include/daiw/memory.hpp,0.8516,include/daiw/types.hpp,0.8286,0.0230,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/include/daiw/midi.hpp,include/daiw/memory.hpp,0.8299,cpp_music_brain/include/daiw/midi.hpp,0.8198,0.0101,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/include/daiw/simd.hpp,include/daiw/types.hpp,0.8463,include/daiw/memory.hpp,0.8439,0.0024,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/include/prrot/PRROTEngine.h,include/penta/groove/GrooveEngine.h,0.7598,include/daiw/project/ProjectFile.h,0.7528,0.0070,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/api_misc.py,music_brain/api.py,0.9037,music_brain/mac_optimization.py,0.8474,0.0563,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/audio/frequency.py,music_brain/audio/frequency_analysis.py,0.9002,music_brain/audio/feel.py,0.8683,0.0319,ambiguous_or_medium_confidence_heuristic,manual_review_required
