status,recovered_abs_path,destination_path,action,confidence,reviewer_note
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Live Performance Guide.md,Production_Workflows/Live Performance Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Lo-Fi Production Guide.md,Production_Workflows/Lo-Fi Production Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Mastering Checklist.md,Production_Workflows/Mastering Checklist.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Metal Production Guide.md,Production_Workflows/Metal Production Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Mixing Workflow Checklist.md,Production_Workflows/Mixing Workflow Checklist.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Piano and Keys Humanization Guide.md,Production_Workflows/Piano and Keys Humanization Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Pop Production Guide.md,Production_Workflows/Pop Production Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/R&B and Soul Production Guide.md,Production_Workflows/R&B and Soul Production Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Reference Track Analysis Guide.md,Production_Workflows/Reference Track Analysis Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Reverb and Delay Guide.md,Production_Workflows/Reverb and Delay Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Rock Production Guide.md,Production_Workflows/Rock Production Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Sampling Guide.md,Production_Workflows/Sampling Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Sound Design From Scratch.md,Production_Workflows/Sound Design From Scratch.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Strings and Orchestral Guide.md,Production_Workflows/Strings and Orchestral Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Synth Humanization Guide.md,Production_Workflows/Synth Humanization Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Vocal Production Guide.md,Production_Workflows/Vocal Production Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/Vocal Recording Workflow.md,Production_Workflows/Vocal Recording Workflow.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Production_Workflows/manifest.json,Production_Workflows/manifest.json,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/QUICKSTART_TIER123.md,QUICKSTART_TIER123.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/RECOMMENDATIONS_Improvements.md,RECOMMENDATIONS_Improvements.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/RELEASE_NOTES_v1.0.0.md,RELEASE_NOTES_v1.0.0.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/ROADMAP_Implementation.md,ROADMAP_Implementation.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Audio Recording Vocabulary.md,Theory_Reference/Audio Recording Vocabulary.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Audio_Recording_Vocabulary.md,Theory_Reference/Audio_Recording_Vocabulary.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Free Plugins Reference.md,Theory_Reference/Free Plugins Reference.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Logic Pro Settings.md,Theory_Reference/Logic Pro Settings.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Logic Pro Stock Plugins Guide.md,Theory_Reference/Logic Pro Stock Plugins Guide.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Music Theory Vocabulary.md,Theory_Reference/Music Theory Vocabulary.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/Music_Theory_Vocabulary.md,Theory_Reference/Music_Theory_Vocabulary.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/PreSonus AudioBox iTwo.md,Theory_Reference/PreSonus AudioBox iTwo.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/Theory_Reference/music_vernacular_database.md,Theory_Reference/music_vernacular_database.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/VERIFICATION_Fix_Complete.md,VERIFICATION_Fix_Complete.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/benchmarks/ANALYSIS_SUMMARY.md,benchmarks/ANALYSIS_SUMMARY.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/benchmarks/bench_groove.cpp,benchmarks/bench_groove.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/benchmarks/bench_main.cpp,benchmarks/bench_main.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/benchmarks/bench_simd.cpp,benchmarks/bench_simd.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/CMakeLists.txt,bindings/CMakeLists.txt,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/bindings.cpp,bindings/bindings.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/diagnostics_bindings.cpp,bindings/diagnostics_bindings.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/groove_bindings.cpp,bindings/groove_bindings.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/harmony_bindings.cpp,bindings/harmony_bindings.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/ml_bindings.cpp,bindings/ml_bindings.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/bindings/osc_bindings.cpp,bindings/osc_bindings.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/build_fileio/CMakeLists.txt,build_fileio/CMakeLists.txt,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/build_fileio/CMakeLists_fileio.txt,build_fileio/CMakeLists_fileio.txt,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/checkpoints/emotionrecognizer/results.json,checkpoints/emotionrecognizer/results.json,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cleanup_and_fix_gitignore.sh,cleanup_and_fix_gitignore.sh,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/CMakeLists.txt,cpp_music_brain/CMakeLists.txt,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/ROADMAP.md,cpp_music_brain/ROADMAP.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/TODO.md,cpp_music_brain/TODO.md,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/benchmarks/bench_groove.cpp,cpp_music_brain/benchmarks/bench_groove.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/benchmarks/bench_main.cpp,cpp_music_brain/benchmarks/bench_main.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/benchmarks/bench_simd.cpp,cpp_music_brain/benchmarks/bench_simd.cpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/cmake/CPM.cmake,cpp_music_brain/cmake/CPM.cmake,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/cmake/CompilerWarnings.cmake,cpp_music_brain/cmake/CompilerWarnings.cmake,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/cmake/Sanitizers.cmake,cpp_music_brain/cmake/Sanitizers.cmake,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/audio_io.hpp,cpp_music_brain/include/daiw/audio_io.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/dream_state_component.hpp,cpp_music_brain/include/daiw/dream_state_component.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/harmony.hpp,cpp_music_brain/include/daiw/harmony.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/lock_free_queue.hpp,cpp_music_brain/include/daiw/lock_free_queue.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/logic_bridge.hpp,cpp_music_brain/include/daiw/logic_bridge.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/memory.hpp,cpp_music_brain/include/daiw/memory.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/memory_manager.hpp,cpp_music_brain/include/daiw/memory_manager.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/memory_pool.hpp,cpp_music_brain/include/daiw/memory_pool.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/midi.hpp,cpp_music_brain/include/daiw/midi.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
exact_match,/System/Volumes/Data/Users/seanburdges/RECOVERY_STAGED_2026-02-18/zip_extract/My Mac/Desktop/KmiDi-remote/cpp_music_brain/include/daiw/ring_buffer.hpp,cpp_music_brain/include/daiw/ring_buffer.hpp,auto_apply_pending_remote_gate,1.0000,same_rel_path_and_hash
